date,location,count,sky_cov,air_temp_daymean_month_mean,air_temp_daymax_month_mean,air_temp_daymin_month_mean,air_temp_daymax_month_max,air_temp_daymin_month_min,wind_speed_month_mean,wind_speed_daymax_month_max,sunshine_duration,precipitation_month_sum,precipitation_daymax_month_max
2013-09-01,Neumarkt,159347,5.53,14.62,19.65,9.8,2.13,32.8,15.6,2.6,121.6,70.1,21.3
2013-10-01,Neumarkt,143271,5.94,12.21,16.11,7.94,2.39,23.2,21.1,-1.5,94.6,66.4,12.0
2013-11-01,Neumarkt,105580,6.8,5.69,8.53,2.69,2.17,16.0,16.2,-4.2,35.7,76.8,17.8
2013-12-01,Neumarkt,107249,6.13,5.63,8.48,2.34,2.65,13.9,26.6,-3.8,53.5,32.6,5.8
2013-01-01,Zülpicher Straße,77383,6.97,2.06,3.96,-0.31,2.29,14.9,19.9,-7.5,19.0,53.9,11.5
2013-02-01,Zülpicher Straße,60943,6.7,1.05,3.74,-1.73,2.36,9.8,20.3,-6.6,42.8,37.8,9.8
2013-03-01,Zülpicher Straße,78326,5.95,2.4,6.73,-1.97,2.65,19.8,13.4,-12.5,107.7,40.2,11.4
2013-04-01,Zülpicher Straße,143859,5.83,9.54,14.7,4.04,2.5,26.2,14.6,-7.5,145.8,26.3,7.3
2013-05-01,Zülpicher Straße,131117,5.86,12.25,17.37,6.98,2.32,24.7,16.4,-0.6,134.2,103.1,15.5
2013-06-01,Zülpicher Straße,173915,5.56,16.4,21.9,10.3,2.5,34.3,14.0,3.7,169.8,103.7,47.5
2013-07-01,Zülpicher Straße,181126,3.98,20.16,26.37,13.23,2.03,33.8,15.1,7.4,286.7,70.6,26.7
2013-08-01,Zülpicher Straße,135852,4.52,18.48,25.03,11.67,1.97,35.6,12.5,6.6,199.8,23.8,7.8
2013-09-01,Zülpicher Straße,130345,5.53,14.62,19.65,9.8,2.13,32.8,15.6,2.6,121.6,70.1,21.3
2013-10-01,Zülpicher Straße,139247,5.94,12.21,16.11,7.94,2.39,23.2,21.1,-1.5,94.6,66.4,12.0
2013-11-01,Zülpicher Straße,111446,6.8,5.69,8.53,2.69,2.17,16.0,16.2,-4.2,35.7,76.8,17.8
2013-12-01,Zülpicher Straße,93777,6.13,5.63,8.48,2.34,2.65,13.9,26.6,-3.8,53.5,32.6,5.8
2012-04-01,Bonner Straße,49907,6.37,9.2,14.16,4.35,2.53,27.7,17.4,-3.9,111.0,53.9,10.2
2012-05-01,Bonner Straße,61307,5.18,15.17,20.78,8.96,2.26,30.0,16.9,-0.6,187.7,39.2,7.0
2012-06-01,Bonner Straße,56745,6.08,15.91,20.9,10.98,2.37,29.8,19.4,6.7,126.1,63.5,13.6
2012-07-01,Bonner Straße,61682,5.41,17.77,23.37,12.2,2.23,32.4,18.7,5.9,169.3,118.3,20.3
2012-08-01,Bonner Straße,82386,4.75,19.5,25.42,13.35,2.29,37.6,15.0,7.8,215.6,51.6,24.8
2012-09-01,Bonner Straße,74809,4.87,13.9,20.29,7.79,2.2,31.4,19.1,1.8,143.3,30.8,9.4
2012-10-01,Bonner Straße,60879,5.16,10.17,14.96,5.66,2.42,23.9,19.7,-5.2,117.0,102.1,23.9
2012-11-01,Bonner Straße,54086,6.08,6.77,9.69,3.74,2.4,14.6,16.7,-4.4,52.0,38.3,6.1
2012-12-01,Bonner Straße,38270,6.8,4.25,6.66,1.77,2.61,13.7,18.6,-9.4,26.4,109.5,21.8
2012-01-01,Deutzer Brücke,61602,6.33,4.11,7.06,1.09,2.71,14.2,24.4,-6.5,43.0,93.4,12.0
2012-02-01,Deutzer Brücke,50568,5.29,-0.18,3.75,-4.22,2.03,12.1,16.7,-17.6,88.0,30.2,6.1
2012-03-01,Deutzer Brücke,126723,4.8,8.84,13.94,3.08,2.16,22.7,14.1,-2.8,153.0,28.0,11.6
2012-04-01,Deutzer Brücke,112022,6.37,9.2,14.16,4.35,2.53,27.7,17.4,-3.9,111.0,53.9,10.2
2012-05-01,Deutzer Brücke,146698,5.18,15.17,20.78,8.96,2.26,30.0,16.9,-0.6,187.7,39.2,7.0
2012-06-01,Deutzer Brücke,125334,6.08,15.91,20.9,10.98,2.37,29.8,19.4,6.7,126.1,63.5,13.6
2012-07-01,Deutzer Brücke,140243,5.41,17.77,23.37,12.2,2.23,32.4,18.7,5.9,169.3,118.3,20.3
2012-08-01,Deutzer Brücke,159703,4.75,19.5,25.42,13.35,2.29,37.6,15.0,7.8,215.6,51.6,24.8
2012-09-01,Deutzer Brücke,134260,4.87,13.9,20.29,7.79,2.2,31.4,19.1,1.8,143.3,30.8,9.4
2012-10-01,Deutzer Brücke,112726,5.16,10.17,14.96,5.66,2.42,23.9,19.7,-5.2,117.0,102.1,23.9
2012-11-01,Deutzer Brücke,83081,6.08,6.77,9.69,3.74,2.4,14.6,16.7,-4.4,52.0,38.3,6.1
2012-12-01,Deutzer Brücke,54802,6.8,4.25,6.66,1.77,2.61,13.7,18.6,-9.4,26.4,109.5,21.8
2012-01-01,Hohenzollernbrücke,45368,6.33,4.11,7.06,1.09,2.71,14.2,24.4,-6.5,43.0,93.4,12.0
2012-02-01,Hohenzollernbrücke,36475,5.29,-0.18,3.75,-4.22,2.03,12.1,16.7,-17.6,88.0,30.2,6.1
2012-03-01,Hohenzollernbrücke,81138,4.8,8.84,13.94,3.08,2.16,22.7,14.1,-2.8,153.0,28.0,11.6
2012-04-01,Hohenzollernbrücke,74270,6.37,9.2,14.16,4.35,2.53,27.7,17.4,-3.9,111.0,53.9,10.2
2012-05-01,Hohenzollernbrücke,98303,5.18,15.17,20.78,8.96,2.26,30.0,16.9,-0.6,187.7,39.2,7.0
2012-06-01,Hohenzollernbrücke,81558,6.08,15.91,20.9,10.98,2.37,29.8,19.4,6.7,126.1,63.5,13.6
2012-07-01,Hohenzollernbrücke,93797,5.41,17.77,23.37,12.2,2.23,32.4,18.7,5.9,169.3,118.3,20.3
2012-08-01,Hohenzollernbrücke,102058,4.75,19.5,25.42,13.35,2.29,37.6,15.0,7.8,215.6,51.6,24.8
2012-09-01,Hohenzollernbrücke,87396,4.87,13.9,20.29,7.79,2.2,31.4,19.1,1.8,143.3,30.8,9.4
2012-10-01,Hohenzollernbrücke,77836,5.16,10.17,14.96,5.66,2.42,23.9,19.7,-5.2,117.0,102.1,23.9
2012-11-01,Hohenzollernbrücke,62393,6.08,6.77,9.69,3.74,2.4,14.6,16.7,-4.4,52.0,38.3,6.1
2012-12-01,Hohenzollernbrücke,43398,6.8,4.25,6.66,1.77,2.61,13.7,18.6,-9.4,26.4,109.5,21.8
2012-01-01,Neumarkt,70880,6.33,4.11,7.06,1.09,2.71,14.2,24.4,-6.5,43.0,93.4,12.0
2012-02-01,Neumarkt,56751,5.29,-0.18,3.75,-4.22,2.03,12.1,16.7,-17.6,88.0,30.2,6.1
2012-03-01,Neumarkt,131642,4.8,8.84,13.94,3.08,2.16,22.7,14.1,-2.8,153.0,28.0,11.6
2012-04-01,Neumarkt,114954,6.37,9.2,14.16,4.35,2.53,27.7,17.4,-3.9,111.0,53.9,10.2
2012-05-01,Neumarkt,163379,5.18,15.17,20.78,8.96,2.26,30.0,16.9,-0.6,187.7,39.2,7.0
2012-06-01,Neumarkt,148135,6.08,15.91,20.9,10.98,2.37,29.8,19.4,6.7,126.1,63.5,13.6
2012-07-01,Neumarkt,148578,5.41,17.77,23.37,12.2,2.23,32.4,18.7,5.9,169.3,118.3,20.3
2012-08-01,Neumarkt,165519,4.75,19.5,25.42,13.35,2.29,37.6,15.0,7.8,215.6,51.6,24.8
2012-09-01,Neumarkt,140891,4.87,13.9,20.29,7.79,2.2,31.4,19.1,1.8,143.3,30.8,9.4
2012-10-01,Neumarkt,106456,5.16,10.17,14.96,5.66,2.42,23.9,19.7,-5.2,117.0,102.1,23.9
2012-11-01,Neumarkt,98809,6.08,6.77,9.69,3.74,2.4,14.6,16.7,-4.4,52.0,38.3,6.1
2012-12-01,Neumarkt,65531,6.8,4.25,6.66,1.77,2.61,13.7,18.6,-9.4,26.4,109.5,21.8
2012-01-01,Zülpicher Straße,99340,6.33,4.11,7.06,1.09,2.71,14.2,24.4,-6.5,43.0,93.4,12.0
2012-02-01,Zülpicher Straße,73927,5.29,-0.18,3.75,-4.22,2.03,12.1,16.7,-17.6,88.0,30.2,6.1
2012-03-01,Zülpicher Straße,141170,4.8,8.84,13.94,3.08,2.16,22.7,14.1,-2.8,153.0,28.0,11.6
2012-04-01,Zülpicher Straße,140677,6.37,9.2,14.16,4.35,2.53,27.7,17.4,-3.9,111.0,53.9,10.2
2012-05-01,Zülpicher Straße,178093,5.18,15.17,20.78,8.96,2.26,30.0,16.9,-0.6,187.7,39.2,7.0
2012-06-01,Zülpicher Straße,168434,6.08,15.91,20.9,10.98,2.37,29.8,19.4,6.7,126.1,63.5,13.6
2012-07-01,Zülpicher Straße,163388,5.41,17.77,23.37,12.2,2.23,32.4,18.7,5.9,169.3,118.3,20.3
2012-08-01,Zülpicher Straße,163617,4.75,19.5,25.42,13.35,2.29,37.6,15.0,7.8,215.6,51.6,24.8
2012-09-01,Zülpicher Straße,149239,4.87,13.9,20.29,7.79,2.2,31.4,19.1,1.8,143.3,30.8,9.4
2012-10-01,Zülpicher Straße,151060,5.16,10.17,14.96,5.66,2.42,23.9,19.7,-5.2,117.0,102.1,23.9
2012-11-01,Zülpicher Straße,115197,6.08,6.77,9.69,3.74,2.4,14.6,16.7,-4.4,52.0,38.3,6.1
2012-12-01,Zülpicher Straße,74147,6.8,4.25,6.66,1.77,2.61,13.7,18.6,-9.4,26.4,109.5,21.8
2011-04-01,Bonner Straße,49907,3.75,13.44,20.3,5.72,2.27,27.5,18.5,-0.9,228.7,17.6,7.9
2011-05-01,Bonner Straße,61307,4.33,15.38,22.47,7.62,2.35,31.9,18.7,-1.5,266.4,38.5,16.0
2011-06-01,Bonner Straße,56745,5.33,17.11,22.74,11.23,2.27,32.4,18.1,5.5,182.5,142.1,24.4
2011-07-01,Bonner Straße,61682,6.12,16.44,21.68,11.74,2.39,28.7,17.1,7.3,119.7,63.6,19.1
2011-08-01,Bonner Straße,82386,5.44,18.24,23.78,13.05,2.26,30.0,20.6,5.7,164.7,119.5,28.4
2011-09-01,Bonner Straße,74809,4.73,16.52,21.98,11.16,2.23,29.1,18.0,5.7,169.4,44.9,16.4
2011-10-01,Bonner Straße,60879,4.42,11.19,16.15,6.29,2.42,26.6,17.2,-2.6,143.4,40.4,13.6
2011-11-01,Bonner Straße,54086,4.35,7.41,11.49,3.45,2.43,18.5,12.3,-3.8,115.3,3.7,1.4
2011-12-01,Bonner Straße,38270,6.81,5.57,8.39,2.59,2.71,13.3,23.8,-2.5,22.9,101.2,11.0
2011-01-01,Deutzer Brücke,44251,6.25,2.91,5.59,0.16,2.16,14.9,18.9,-9.9,40.8,93.4,21.9
2011-02-01,Deutzer Brücke,51170,6.45,4.08,7.02,0.78,2.57,14.5,15.4,-7.1,58.7,67.4,27.8
2011-03-01,Deutzer Brücke,85068,3.93,7.17,13.31,0.53,2.32,18.6,14.7,-5.6,203.8,15.5,7.4
2011-04-01,Deutzer Brücke,115822,3.75,13.44,20.3,5.72,2.27,27.5,18.5,-0.9,228.7,17.6,7.9
2011-05-01,Deutzer Brücke,131975,4.33,15.38,22.47,7.62,2.35,31.9,18.7,-1.5,266.4,38.5,16.0
2011-06-01,Deutzer Brücke,113077,5.33,17.11,22.74,11.23,2.27,32.4,18.1,5.5,182.5,142.1,24.4
2011-07-01,Deutzer Brücke,132848,6.12,16.44,21.68,11.74,2.39,28.7,17.1,7.3,119.7,63.6,19.1
2011-08-01,Deutzer Brücke,129302,5.44,18.24,23.78,13.05,2.26,30.0,20.6,5.7,164.7,119.5,28.4
2011-09-01,Deutzer Brücke,140851,4.73,16.52,21.98,11.16,2.23,29.1,18.0,5.7,169.4,44.9,16.4
2011-10-01,Deutzer Brücke,131636,4.42,11.19,16.15,6.29,2.42,26.6,17.2,-2.6,143.4,40.4,13.6
2011-11-01,Deutzer Brücke,106110,4.35,7.41,11.49,3.45,2.43,18.5,12.3,-3.8,115.3,3.7,1.4
2011-12-01,Deutzer Brücke,61646,6.81,5.57,8.39,2.59,2.71,13.3,23.8,-2.5,22.9,101.2,11.0
2011-01-01,Hohenzollernbrücke,35440,6.25,2.91,5.59,0.16,2.16,14.9,18.9,-9.9,40.8,93.4,21.9
2011-02-01,Hohenzollernbrücke,41359,6.45,4.08,7.02,0.78,2.57,14.5,15.4,-7.1,58.7,67.4,27.8
2011-03-01,Hohenzollernbrücke,59772,3.93,7.17,13.31,0.53,2.32,18.6,14.7,-5.6,203.8,15.5,7.4
2011-04-01,Hohenzollernbrücke,96908,3.75,13.44,20.3,5.72,2.27,27.5,18.5,-0.9,228.7,17.6,7.9
2011-05-01,Hohenzollernbrücke,92060,4.33,15.38,22.47,7.62,2.35,31.9,18.7,-1.5,266.4,38.5,16.0
2011-06-01,Hohenzollernbrücke,85619,5.33,17.11,22.74,11.23,2.27,32.4,18.1,5.5,182.5,142.1,24.4
2011-07-01,Hohenzollernbrücke,88836,6.12,16.44,21.68,11.74,2.39,28.7,17.1,7.3,119.7,63.6,19.1
2011-08-01,Hohenzollernbrücke,86985,5.44,18.24,23.78,13.05,2.26,30.0,20.6,5.7,164.7,119.5,28.4
2011-09-01,Hohenzollernbrücke,91258,4.73,16.52,21.98,11.16,2.23,29.1,18.0,5.7,169.4,44.9,16.4
2011-10-01,Hohenzollernbrücke,79953,4.42,11.19,16.15,6.29,2.42,26.6,17.2,-2.6,143.4,40.4,13.6
2011-11-01,Hohenzollernbrücke,68411,4.35,7.41,11.49,3.45,2.43,18.5,12.3,-3.8,115.3,3.7,1.4
2011-12-01,Hohenzollernbrücke,43678,6.81,5.57,8.39,2.59,2.71,13.3,23.8,-2.5,22.9,101.2,11.0
2011-01-01,Neumarkt,59511,6.25,2.91,5.59,0.16,2.16,14.9,18.9,-9.9,40.8,93.4,21.9
2011-02-01,Neumarkt,69700,6.45,4.08,7.02,0.78,2.57,14.5,15.4,-7.1,58.7,67.4,27.8
2011-03-01,Neumarkt,102189,3.93,7.17,13.31,0.53,2.32,18.6,14.7,-5.6,203.8,15.5,7.4
2011-04-01,Neumarkt,137768,3.75,13.44,20.3,5.72,2.27,27.5,18.5,-0.9,228.7,17.6,7.9
2011-05-01,Neumarkt,155802,4.33,15.38,22.47,7.62,2.35,31.9,18.7,-1.5,266.4,38.5,16.0
2011-06-01,Neumarkt,128071,5.33,17.11,22.74,11.23,2.27,32.4,18.1,5.5,182.5,142.1,24.4
2011-07-01,Neumarkt,141034,6.12,16.44,21.68,11.74,2.39,28.7,17.1,7.3,119.7,63.6,19.1
2011-08-01,Neumarkt,133934,5.44,18.24,23.78,13.05,2.26,30.0,20.6,5.7,164.7,119.5,28.4
2011-09-01,Neumarkt,146066,4.73,16.52,21.98,11.16,2.23,29.1,18.0,5.7,169.4,44.9,16.4
2011-10-01,Neumarkt,124535,4.42,11.19,16.15,6.29,2.42,26.6,17.2,-2.6,143.4,40.4,13.6
2011-11-01,Neumarkt,115729,4.35,7.41,11.49,3.45,2.43,18.5,12.3,-3.8,115.3,3.7,1.4
2011-12-01,Neumarkt,83466,6.81,5.57,8.39,2.59,2.71,13.3,23.8,-2.5,22.9,101.2,11.0
2011-01-01,Zülpicher Straße,78837,6.25,2.91,5.59,0.16,2.16,14.9,18.9,-9.9,40.8,93.4,21.9
2011-02-01,Zülpicher Straße,81100,6.45,4.08,7.02,0.78,2.57,14.5,15.4,-7.1,58.7,67.4,27.8
2011-03-01,Zülpicher Straße,112043,3.93,7.17,13.31,0.53,2.32,18.6,14.7,-5.6,203.8,15.5,7.4
2011-04-01,Zülpicher Straße,156947,3.75,13.44,20.3,5.72,2.27,27.5,18.5,-0.9,228.7,17.6,7.9
2011-05-01,Zülpicher Straße,189815,4.33,15.38,22.47,7.62,2.35,31.9,18.7,-1.5,266.4,38.5,16.0
2011-06-01,Zülpicher Straße,149579,5.33,17.11,22.74,11.23,2.27,32.4,18.1,5.5,182.5,142.1,24.4
2011-07-01,Zülpicher Straße,159542,6.12,16.44,21.68,11.74,2.39,28.7,17.1,7.3,119.7,63.6,19.1
2011-08-01,Zülpicher Straße,135030,5.44,18.24,23.78,13.05,2.26,30.0,20.6,5.7,164.7,119.5,28.4
2011-09-01,Zülpicher Straße,152016,4.73,16.52,21.98,11.16,2.23,29.1,18.0,5.7,169.4,44.9,16.4
2011-10-01,Zülpicher Straße,148450,4.42,11.19,16.15,6.29,2.42,26.6,17.2,-2.6,143.4,40.4,13.6
2011-11-01,Zülpicher Straße,143741,4.35,7.41,11.49,3.45,2.43,18.5,12.3,-3.8,115.3,3.7,1.4
2011-12-01,Zülpicher Straße,92893,6.81,5.57,8.39,2.59,2.71,13.3,23.8,-2.5,22.9,101.2,11.0
2010-01-01,Deutzer Brücke,11163,7.09,-1.02,0.93,-3.36,2.39,6.4,13.4,-13.9,26.5,53.5,11.6
2010-02-01,Deutzer Brücke,20864,6.79,1.95,4.76,-1.0,2.61,13.1,24.9,-9.0,26.4,50.6,8.3
2010-03-01,Deutzer Brücke,59095,5.55,5.99,10.98,1.2,2.61,23.0,20.9,-10.2,118.4,61.5,11.9
2010-04-01,Deutzer Brücke,119409,3.99,10.28,16.88,2.55,2.4,27.5,15.6,-4.3,209.0,5.6,4.1
2010-05-01,Deutzer Brücke,104024,5.93,11.17,16.25,5.71,2.32,27.2,14.9,-0.5,124.9,72.7,17.1
2010-06-01,Deutzer Brücke,148958,4.57,17.48,24.05,10.03,2.3,31.7,15.4,4.9,258.4,23.3,10.5
2010-07-01,Deutzer Brücke,153733,4.59,21.5,28.7,14.55,2.1,37.2,24.0,7.7,252.6,56.4,18.3
2010-08-01,Deutzer Brücke,114508,5.75,17.27,22.59,12.53,2.19,29.2,18.8,8.3,138.5,214.0,32.9
2010-09-01,Deutzer Brücke,112595,5.43,13.52,18.45,8.93,2.23,24.3,16.9,3.5,138.1,71.7,10.4
2010-10-01,Deutzer Brücke,106332,5.19,9.68,14.41,5.45,2.35,23.0,13.4,-3.0,119.2,48.9,13.6
2010-11-01,Deutzer Brücke,68658,6.97,6.39,8.78,3.66,2.4,18.0,19.4,-6.4,24.4,82.1,20.8
2010-12-01,Deutzer Brücke,32131,6.96,-1.66,0.47,-4.74,2.23,6.2,14.5,-11.7,13.0,75.6,12.8
2010-01-01,Hohenzollernbrücke,5305,7.09,-1.02,0.93,-3.36,2.39,6.4,13.4,-13.9,26.5,53.5,11.6
2010-02-01,Hohenzollernbrücke,10307,6.79,1.95,4.76,-1.0,2.61,13.1,24.9,-9.0,26.4,50.6,8.3
2010-03-01,Hohenzollernbrücke,31571,5.55,5.99,10.98,1.2,2.61,23.0,20.9,-10.2,118.4,61.5,11.9
2010-04-01,Hohenzollernbrücke,51114,3.99,10.28,16.88,2.55,2.4,27.5,15.6,-4.3,209.0,5.6,4.1
2010-05-01,Hohenzollernbrücke,44835,5.93,11.17,16.25,5.71,2.32,27.2,14.9,-0.5,124.9,72.7,17.1
2010-06-01,Hohenzollernbrücke,71418,4.57,17.48,24.05,10.03,2.3,31.7,15.4,4.9,258.4,23.3,10.5
2010-07-01,Hohenzollernbrücke,92148,4.59,21.5,28.7,14.55,2.1,37.2,24.0,7.7,252.6,56.4,18.3
2010-08-01,Hohenzollernbrücke,72470,5.75,17.27,22.59,12.53,2.19,29.2,18.8,8.3,138.5,214.0,32.9
2010-09-01,Hohenzollernbrücke,66268,5.43,13.52,18.45,8.93,2.23,24.3,16.9,3.5,138.1,71.7,10.4
2010-10-01,Hohenzollernbrücke,60102,5.19,9.68,14.41,5.45,2.35,23.0,13.4,-3.0,119.2,48.9,13.6
2010-11-01,Hohenzollernbrücke,38502,6.97,6.39,8.78,3.66,2.4,18.0,19.4,-6.4,24.4,82.1,20.8
2010-12-01,Hohenzollernbrücke,17149,6.96,-1.66,0.47,-4.74,2.23,6.2,14.5,-11.7,13.0,75.6,12.8
2010-01-01,Neumarkt,24945,7.09,-1.02,0.93,-3.36,2.39,6.4,13.4,-13.9,26.5,53.5,11.6
2010-02-01,Neumarkt,36684,6.79,1.95,4.76,-1.0,2.61,13.1,24.9,-9.0,26.4,50.6,8.3
2010-03-01,Neumarkt,88508,5.55,5.99,10.98,1.2,2.61,23.0,20.9,-10.2,118.4,61.5,11.9
2010-04-01,Neumarkt,128914,3.99,10.28,16.88,2.55,2.4,27.5,15.6,-4.3,209.0,5.6,4.1
2010-05-01,Neumarkt,117117,5.93,11.17,16.25,5.71,2.32,27.2,14.9,-0.5,124.9,72.7,17.1
2010-06-01,Neumarkt,162318,4.57,17.48,24.05,10.03,2.3,31.7,15.4,4.9,258.4,23.3,10.5
2010-07-01,Neumarkt,170360,4.59,21.5,28.7,14.55,2.1,37.2,24.0,7.7,252.6,56.4,18.3
2010-08-01,Neumarkt,124198,5.75,17.27,22.59,12.53,2.19,29.2,18.8,8.3,138.5,214.0,32.9
2010-09-01,Neumarkt,125170,5.43,13.52,18.45,8.93,2.23,24.3,16.9,3.5,138.1,71.7,10.4
2010-10-01,Neumarkt,118429,5.19,9.68,14.41,5.45,2.35,23.0,13.4,-3.0,119.2,48.9,13.6
2010-11-01,Neumarkt,90719,6.97,6.39,8.78,3.66,2.4,18.0,19.4,-6.4,24.4,82.1,20.8
2010-12-01,Neumarkt,48624,6.96,-1.66,0.47,-4.74,2.23,6.2,14.5,-11.7,13.0,75.6,12.8
2010-01-01,Zülpicher Straße,24029,7.09,-1.02,0.93,-3.36,2.39,6.4,13.4,-13.9,26.5,53.5,11.6
2010-02-01,Zülpicher Straße,41720,6.79,1.95,4.76,-1.0,2.61,13.1,24.9,-9.0,26.4,50.6,8.3
2010-03-01,Zülpicher Straße,104589,5.55,5.99,10.98,1.2,2.61,23.0,20.9,-10.2,118.4,61.5,11.9
2010-04-01,Zülpicher Straße,156736,3.99,10.28,16.88,2.55,2.4,27.5,15.6,-4.3,209.0,5.6,4.1
2010-05-01,Zülpicher Straße,146224,5.93,11.17,16.25,5.71,2.32,27.2,14.9,-0.5,124.9,72.7,17.1
2010-06-01,Zülpicher Straße,198659,4.57,17.48,24.05,10.03,2.3,31.7,15.4,4.9,258.4,23.3,10.5
2010-07-01,Zülpicher Straße,192331,4.59,21.5,28.7,14.55,2.1,37.2,24.0,7.7,252.6,56.4,18.3
2010-08-01,Zülpicher Straße,127829,5.75,17.27,22.59,12.53,2.19,29.2,18.8,8.3,138.5,214.0,32.9
2010-09-01,Zülpicher Straße,136378,5.43,13.52,18.45,8.93,2.23,24.3,16.9,3.5,138.1,71.7,10.4
2010-10-01,Zülpicher Straße,144182,5.19,9.68,14.41,5.45,2.35,23.0,13.4,-3.0,119.2,48.9,13.6
2010-11-01,Zülpicher Straße,120735,6.97,6.39,8.78,3.66,2.4,18.0,19.4,-6.4,24.4,82.1,20.8
2010-12-01,Zülpicher Straße,61581,6.96,-1.66,0.47,-4.74,2.23,6.2,14.5,-11.7,13.0,75.6,12.8
2009-01-01,Deutzer Brücke,46319,4.77,-0.54,2.95,-4.35,2.19,9.7,19.0,-19.2,89.3,26.2,11.5
2009-02-01,Deutzer Brücke,47764,6.86,3.14,6.16,0.03,2.57,12.0,18.0,-7.5,29.4,70.0,17.6
2009-03-01,Deutzer Brücke,68778,5.83,6.09,10.45,1.72,2.52,16.3,19.1,-3.5,91.1,103.7,22.0
2009-04-01,Deutzer Brücke,78619,4.42,13.25,19.13,6.85,2.17,25.2,12.8,-1.0,187.3,78.4,33.0
2009-05-01,Deutzer Brücke,79369,5.1,14.54,20.14,8.05,2.35,29.5,16.0,2.1,198.8,63.4,17.7
2009-06-01,Deutzer Brücke,85576,5.08,15.91,21.31,9.98,2.37,28.3,15.6,4.7,189.1,73.6,15.2
2009-07-01,Deutzer Brücke,102145,5.34,19.08,24.85,13.59,2.39,30.8,16.3,8.8,193.6,82.7,12.6
2009-08-01,Deutzer Brücke,143238,3.98,19.19,25.56,12.27,2.13,34.6,19.0,6.7,240.3,38.5,13.9
2009-09-01,Deutzer Brücke,114750,4.62,15.41,21.02,9.7,2.1,28.6,14.8,5.0,157.9,35.5,11.2
2009-10-01,Deutzer Brücke,76941,5.48,9.87,14.52,4.82,2.29,24.6,17.3,-5.6,92.6,58.0,9.9
2009-11-01,Deutzer Brücke,56433,6.42,9.6,12.35,6.38,2.73,17.3,17.8,0.6,42.8,95.0,21.7
2009-12-01,Deutzer Brücke,24321,6.2,2.48,5.19,-0.7,2.45,12.2,15.2,-15.4,53.8,82.1,11.5
2009-01-01,Hohenzollernbrücke,24610,4.77,-0.54,2.95,-4.35,2.19,9.7,19.0,-19.2,89.3,26.2,11.5
2009-02-01,Hohenzollernbrücke,29590,6.86,3.14,6.16,0.03,2.57,12.0,18.0,-7.5,29.4,70.0,17.6
2009-03-01,Hohenzollernbrücke,44312,5.83,6.09,10.45,1.72,2.52,16.3,19.1,-3.5,91.1,103.7,22.0
2009-04-01,Hohenzollernbrücke,55086,4.42,13.25,19.13,6.85,2.17,25.2,12.8,-1.0,187.3,78.4,33.0
2009-05-01,Hohenzollernbrücke,52725,5.1,14.54,20.14,8.05,2.35,29.5,16.0,2.1,198.8,63.4,17.7
2009-06-01,Hohenzollernbrücke,51538,5.08,15.91,21.31,9.98,2.37,28.3,15.6,4.7,189.1,73.6,15.2
2009-07-01,Hohenzollernbrücke,59627,5.34,19.08,24.85,13.59,2.39,30.8,16.3,8.8,193.6,82.7,12.6
2009-08-01,Hohenzollernbrücke,86048,3.98,19.19,25.56,12.27,2.13,34.6,19.0,6.7,240.3,38.5,13.9
2009-09-01,Hohenzollernbrücke,82748,4.62,15.41,21.02,9.7,2.1,28.6,14.8,5.0,157.9,35.5,11.2
2009-10-01,Hohenzollernbrücke,50758,5.48,9.87,14.52,4.82,2.29,24.6,17.3,-5.6,92.6,58.0,9.9
2009-11-01,Hohenzollernbrücke,32022,6.42,9.6,12.35,6.38,2.73,17.3,17.8,0.6,42.8,95.0,21.7
2009-12-01,Hohenzollernbrücke,13904,6.2,2.48,5.19,-0.7,2.45,12.2,15.2,-15.4,53.8,82.1,11.5
2009-01-01,Neumarkt,59344,4.77,-0.54,2.95,-4.35,2.19,9.7,19.0,-19.2,89.3,26.2,11.5
2009-02-01,Neumarkt,62228,6.86,3.14,6.16,0.03,2.57,12.0,18.0,-7.5,29.4,70.0,17.6
2009-03-01,Neumarkt,84760,5.83,6.09,10.45,1.72,2.52,16.3,19.1,-3.5,91.1,103.7,22.0
2009-04-01,Neumarkt,95298,4.42,13.25,19.13,6.85,2.17,25.2,12.8,-1.0,187.3,78.4,33.0
2009-05-01,Neumarkt,102051,5.1,14.54,20.14,8.05,2.35,29.5,16.0,2.1,198.8,63.4,17.7
2009-06-01,Neumarkt,131255,5.08,15.91,21.31,9.98,2.37,28.3,15.6,4.7,189.1,73.6,15.2
2009-07-01,Neumarkt,141239,5.34,19.08,24.85,13.59,2.39,30.8,16.3,8.8,193.6,82.7,12.6
2009-08-01,Neumarkt,154713,3.98,19.19,25.56,12.27,2.13,34.6,19.0,6.7,240.3,38.5,13.9
2009-09-01,Neumarkt,138138,4.62,15.41,21.02,9.7,2.1,28.6,14.8,5.0,157.9,35.5,11.2
2009-10-01,Neumarkt,109360,5.48,9.87,14.52,4.82,2.29,24.6,17.3,-5.6,92.6,58.0,9.9
2009-11-01,Neumarkt,88182,6.42,9.6,12.35,6.38,2.73,17.3,17.8,0.6,42.8,95.0,21.7
2009-12-01,Neumarkt,56270,6.2,2.48,5.19,-0.7,2.45,12.2,15.2,-15.4,53.8,82.1,11.5
2009-01-01,Zülpicher Straße,78727,4.77,-0.54,2.95,-4.35,2.19,9.7,19.0,-19.2,89.3,26.2,11.5
